,標題,分類,內文
262,Re: [新聞]科技產業結合國防 賴清德：發展機器人、無,8145,"

看到這則新聞阿讓我想到股市消息圈年輪效應

https://ynews.page.link/WEHm1

郭董  去年選舉的 5月的新聞

半屏山蓋小型核電站，談到兩岸避戰議題，甚至撂話要在三年內把機器人產業做出來，若
對方上來8萬個兵，「我8萬個機器人跟他對打」

到AI 跟開始炒機器人，還有最近機器人要成為顯學

整個時間跟資訊傳播到所謂一般人的圈圈裡大概已經過了一年多了，鴻海的訂單

跟接觸到的政商，其實真的相當領先。

我想應該也很多人去找過他幫忙做吧?

一般人或是投顧消息牌都是落後的內線


還是不要聽消息做股票了 都是被出貨的份。
"
263,[情報] 1217 上市櫃股票週轉率排行,8145,"
上市

排行     股票名稱       收盤價  漲跌    漲跌幅  成交量  周轉率

1        3041揚智       40.15   +3.65   +10.00% 64,280  54.91%
2        6215和椿       72.10   +3.30   +4.80%  34,968  42.24%
3        2374佳能       56.60   +1.60   +2.91%  104,851 36.23%
4        8374羅昇       149.00  +10.00  +7.19%  29,428  32.97%
5        2359所羅門     163.00  +14.50  +9.76%  41,717  24.33%
6        8249菱光       57.80   +3.70   +6.84%  32,045  23.89%
7        3019亞光       144.50  +13.00  +9.89%  48,384  17.33%
8        4977眾達-KY    138.00  +0.50   +0.36%  12,927  16.12%
9        3029零壹       140.50  -7.50   -5.07%  22,536  14.54%
10       4562穎漢       68.20   +3.80   +5.90%  12,391  14.15%

資料來源：http://tinyurl.com/yweranfz

上櫃

排行     股票名稱       收盤價  漲跌    漲跌幅  成交量  周轉率

1        4510高鋒       48.45   +3.25   +7.19%  37,642  34.85%
2        8032光菱       71.80   +1.30   +1.84%  16,420  31.69%
3        8047星雲       22.15   -0.30   -1.34%  12,967  31.12%
4        4931新盛力     55.60   +0.60   +1.09%  10,746  16.35%
5        8111立碁       45.45   -0.65   -1.41%  16,174  14.82%
6        8054安國       146.50  +5.00   +3.53%  12,832  13.12%
7        4577達航科技   33.95   -3.20   -8.61%  5,606   11.41%
8        6643M31        821.00  +38.00  +4.85%  4,699   11.24%
9        4974亞泰       102.50  +4.50   +4.59%  7,769   10.72%
10       3689湧德       105.00  +5.00   +5.00%  8,483   10.55%

資料來源：http://tinyurl.com/mahe699z

何謂股票週轉率?

來源：http://tinyurl.com/5n6m3kpv

原來的外資投信同買排行連結

來源： https://tinyurl.com/2wxfc657

以上 謝謝


"
264,[請益] 高股息是否直接換金融股？,8145,"目前持有20張713

剛剛看到713的成分股有更動

多了蠻多的金融股

坦白講如果要這樣，我是不是直接買金融股比較好？

把713換成強勢的金融股像是富邦金

感覺有機會賺價差又能配股配息

"
265,[心得] 市值vs高股息vs金融股,8145,"

年底了看到許多的文章在分析各種類型的股票及etf，一年前的我也有類似疑問爬不少文後
得到一個結論，為何不要全都要呢


以下是一年來的存股結果
時間大概是從00934發行開始，永豐金從今年一月開始買，大象從今年除息前破千開始買
https://i.imgur.com/HEuzxZN.jpeg
購買時間是每個月初，定”量”購買
中間有出國或繳稅賣一些些006208跟00934
app除息後會扣成本大概算是含息報酬率

就肉身的測試結果讓大家參考參考，還是個菜鳥就不評論了，一年而已時間不長
明年預計也是照這個再測試一年看看，只是有些漲高了沒辦法再定量買了下個月再想想怎麼
分配


"
266,[請益] 高股息被套牢該怎辦？,8145,"https://i.imgur.com/N05rGB4.jpeg

本來想套著配結果含息還是-6 -7%

看著看著00940還比較穩

940應該賠的比我少吧？

沒錢可以加碼了該怎辦？ 該認賠嗎？

https://i.imgur.com/VoryHo6.jpeg


"
267,Re: [情報] 00940公告配息0.03元,8145,"※ 引述《DrowningPool (My broken dreams)》之銘言：
: https://reurl.cc/lN7QN9
: 元大證券投資信託股份有限公司元大臺灣價值高息ETF證券投資信託基金(本基金之配息
來
: 一、主旨：公告元大臺灣價值高息ETF證券投資信託基金(本基金之配息來源可能為收益
平
: 二、公告事項︰
: (一)停止受益人名簿記載變更之事由︰依本基金證券投資信託契約收益分配條款規定以
收
: (二)權利分派內容︰現金收益公布日期:113年12月30日(除息前2個營業日公布)。
: (三)停止受益人名簿記載變更起日期：114年01月04日。停止受益人名簿記載變更訖日
期?
: (四)收益分配基準日：114年01月08日。
: (五)除息交易日：114年01月02日。
: (六)本次資料異動截止日：114年01月02日。
: (七)收益分配發放日：114年02月03日。
: "
268,[新聞] 三福化全年營運仍看成長；明年半導體業,8145,"原文標題：

三福化全年營運仍看成長；明年半導體業務成動能

原文連結：

https://today.line.me/tw/v2/article/NvLEV2P

發布時間：

 2024-12-17 16:31:42

記者署名：

記者 劉莞青

原文內容：

三福化(4755)今(17)日舉辦法說會，會中董事長巫信弘看好今(2024)年在新工程收入開發
進帳挹注下，全年營收應該可有正向成長，未來會持續推動越南、新興化學品產銷工作，
冀營收、獲利向上。而展望2025年，三福化暫看會有中個位數的營收成長表現，主要是前
幾年資本支出較高的新興化學品與先進封裝材料的成長帶動，且越南材料與氣體廠的稼動
率表現都會慢慢轉好。

董事長巫信弘在法說會致詞中表示，2024年雖然少了代理業務的收入，但是有開發多年的
高壓氧艙的工程收入進帳；面板客戶雖然面臨減產，但是其他產業的營收則有增加，預期
全年營收估落在50幾億元上下，仍然保持成長。他也看好，後續三福化會持續加大分公司
如越南廠、顯影劑回收相關的產銷工作，繼續推動三福化營收、獲利慢慢向上。

在2025年展望上，三福化暫估會有5~6%的營收成長，主要來自CoWoS材料、新興化學品的
顯影劑回收所帶動，且這些相關資本支出前幾年已陸續投入，2025年預期有較好回收；越
南方面，材料廠逐漸走出越南太陽能業者被反傾銷調查的影響，2025年冀稼動率可以從現
在30%以下慢慢回到50%以上，氣體廠則可從現在60%拉高到80%，並且持續優化產品組合，
提升毛利率表現，同時也規劃將部分特用氣體輸回台灣銷售，目前預期規畫係避開既往三
福氣體的產品線。

至於半導體級顯影劑回收業務上，會從中小型客戶開始開發，國內半導體龍頭大廠則需要
收集一年左右驗證數據，才會正式採用，所以2025年應該會是驗證工作主要進行的一年、
該客戶貢獻會較少。但整體來看，2024年顯影劑回收量其實較2023年減少，2025年有機會
回收量有10%以上的成長幅度。

三福化除持續發展顯影劑回收純化、積極切入半導體業之外，也在持續著墨銅蝕刻液的回
收佈局；三福化指出，銅蝕刻液有7至9種不同化學品，致既往廠商在回收銅蝕刻液上有不
小的難度，但三福化表示將持續佈局，積極開發相關回收業務。


心得/評論：

三幅畫股性真的很差!拉一下 又殺回去

有大神分享這檔的操作嗎?

只記得22年大家都沖三幅畫，現在人走茶涼

"
269,[心得] 今天713+915點開負3萬,8145,"今天一早起來

睡模糊就打開股市

明明大盤是紅字

結果未實現損益直接負3萬

想說怎麼713  915今天跌那麼多

915都快跌倒年線了


因為腦袋還沒醒

cpu只有5%在思考要不要加碼



後來過了3個半小時後


才發現原來今天除息...


補一下心得：
持有919  713  915  929 918將近兩年
目前最沒有後悔的選擇應該是919了
雖然板上對etf爭議還是很大
但對於懶得看盤 或會是把除息日看成跌幅的人來說
etf還是某種比較悠閒的操作
比較整日殺來殺去
心臟較弱的人可能承受不住呀～





"
270,[請益] 有人和我一樣都只賣直債嗎?,8145,"在板上看到人們討論債券，基本上都是在討論債券etf
但我則是將75%的資產透過台銀購買國外的直債，每年固定實收相當於本金4%-5%的利息
我的作法很簡單，買了就擺著，直接等到到期的時候本金就能完璧歸趙(我都買10年以上)
然後就能免去途中頻繁買賣吃掉的價差，基本上也不會去管債券買賣價格的變動
這樣每年就能固定得到一筆額外的收入，對生活品質的提升明顯有感
有人和我一樣的作法嗎?

ps.至於我其他的資產主要是在前幾年向台銀購入的黃金
擺著不理它們同樣也能得到不錯的收益
對我來說股票、基金(含etf)、期貨、權證、選擇權、加密幣、c2c借貸基本上不太敢碰

"
271,[情報] 6904 伯鑫 處分祥碩20張 ,8145,"1. 標題：公告本公司處分有價證券

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.證券名稱:
祥碩 普通股
2.交易日期:113/12/11~113/12/17
3.交易數量、每單位價格及交易總金額:
交易數量(股)：20,000
每單位價格(元) : 2,020.00
交易總金額(元) : 40,400,000
4.處分利益（或損失）（取得有價證券者不適用）:
處分利益 6,780,000元
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:0股、金額:0元
持股比例:0%、權利受限情形:無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:9.86%
占歸屬於母公司業主之權益比例:15.18%
營運資金數額:394,468仟元
8.取得或處分之具體目的:
財務投資
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
不適用
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

"
272,[情報] 2323 中環 子公司處分矽統 (損失),8145,"1. 標題：本公司代子公司中嘉國際投資(股)公司公告處分有價證券

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.證券名稱:
矽統 普通股
2.交易日期:113/10/23~113/12/17
3.交易數量、每單位價格及交易總金額:
交易數量(仟股):4,132
每單位價格(元):74.30
交易總金額(元):307,021,048
4.處分利益（或損失）（取得有價證券者不適用）:
處分損失 3,949,372元
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有餘額:4,440,500股、金額:329,959,459元  
持股比例:0.911%、權利受限情形: 無
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
占總資產比例:13.48%
占歸屬於母公司業主之權益比例:17.71%
營運資金數額:6,468,916仟元
8.取得或處分之具體目的:
投資組合
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
不適用
12.董事會通過日期:
不適用
13.監察人承認或審計委員會同意日期:
不適用
14.其他敘明事項:
無

"
273,[情報] 6292 迅德 取得凱基金股票,8145,"1. 標題：一年內累積取得同一有價證券達實收資本額20%以上

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.證券名稱:
凱基金
2.交易日期:113/11/14~113/12/17
3.交易數量、每單位價格及交易總金額:
交易數量:6,014仟股
每單位價格:17.6426
交易總金額:106,102仟元
4.處分利益（或損失）（取得有價證券者不適用）:
不適用。
5.與交易標的公司之關係:
無。
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積持有本證券之數量:15,014仟股
累積持有本證券之金額:247,708仟元
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
佔最近財務報表(個體)中總資產之比例:3.69%
佔最近財務報表(合併)中歸屬於母公司業主之權益比例:8.63%
最近財務報表(個體)中營運資金數額:369,751仟元
8.取得或處分之具體目的:
投資。
9.本次交易表示異議董事之意見:
不適用。
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
無。
12.董事會通過日期:
不適用。
13.監察人承認或審計委員會同意日期:
不適用。
14.其他敘明事項:
無。

"
274,[請益] 凱基-台北是不是很會操盤投資？,8145,"
這家凱基-台北證券
每次很喜歡少量買進股票 讓散戶上車
沒幾天就一次把股票倒光光
養套殺 溫水煮青蛙

據說有這家買的股票不一定會大漲 但賣的必定大跌
在有些股民心中
這家堪稱 台股散戶殺手
賣股票的作風跟外商一樣狠

最近一堆公司被他們賣到跟倒水一樣

請問凱基-台北的操盤手們
都是哪來的投資高手
投資報酬率是不是超猛的呀？


"
275,[新聞] 本益比剩10倍！鴻海甜甜價來了？ 他喊「,8145,"
原文標題：

本益比剩10倍！鴻海甜甜價來了？ 他喊「這價位」閉著眼睛買

原文連結：

https://www.ctee.com.tw/news/20241217701199-430201

發布時間：

2024.12.17

記者署名：

曾宇平

原文內容：

台股近期面臨震盪，台積電今（17）日盤中一度逼近歷史高點1,100元，上檔出現反壓，
股價出現回檔修正，而AI股近日也成為殺盤重心，其中老大哥鴻海已遭投信連11賣，整體
賣超規模超過133億。不過，受台積電董事長魏哲家金句激勵，AI、機器人股價正向反應
，鴻海似乎也出現止血點，股民可以進場了嗎？摩爾投顧分析師郭哲榮表示，鴻海股價一
旦掉到170字頭，就會考慮找買點進場。

鴻海近期股價表現承壓，不但遭投信連11賣，賣超規模超過133億元，外資短線也賣超逾6
萬張，投信、自營商也齊站買方。摩爾投顧分析師陳昆仁於瘋狂股市福利社節目分析，鴻
海近期股價承壓原因，除了來自外資、法人的賣超，其次就是輝達營運雜音。

美國網通晶片大廠博通（Broadcom）日前公布上季財報，不僅人工智慧（AI）營收翻兩倍
，財測也相當亮眼，華爾街分析師相繼上調目標價，激勵博通繼上周五大漲24％，16日再
漲11％，市場推測博通自研晶片若有起色，未來向暉達購買產品的可能性降低，導致鴻海
表現承壓、跌出投資價值。

不過，受台積電董事長魏哲家16日表示，看好多功能機器人、無人機產業發展，帶動鴻海
今日股價出現止跌跡象，是否意味著鴻海即將反彈？

摩爾投顧分析師江國中指出，輝達GB200大爆發預期下，鴻海明年EPS可望挑戰17元以上，
本益比僅剩約10倍左右，以長線布局而言已進入甜甜價範圍，股怪教授謝晨彥也表示，目
前年線在166.79元，從年線到175元位置本益比約僅10倍，直呼「閉著眼都能買」。摩爾
投顧分析師郭哲榮也喊話，鴻海價格跌到170字頭會考慮進場。

心得/評論：

最強分析師哲哲說話了

鴻海170就要進場了

轉折之王直接給點位

一切的一切通通預告在前

跟著哲哲大獲全勝

"
276,[情報] 6823 濾能 決議通過現金增資發行新股,8145,"
標題：本公司董事會決議通過現金增資發行新股

來源：mops

網址：https://mopsplus.twse.com.tw/mops/#/web/t05sr01_1

內文：
1.董事會決議日期:113/12/17
2.增資資金來源:現金增資發行新股
3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否
4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):
5,500,000股為上限
5.採總括申報發行新股案件，本次發行金額及股數:不適用
6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用
7.每股面額:新台幣10元
8.發行價格:實際發行價格授權董事長依承銷商自律規則第六條規定及其他相關
法令規定向金管會申報生效後，洽承銷商依當時市場狀況共同議定之。
9.員工認購股數或配發金額:依公司法第267條規定，保留發行新股總額10%
計550,000股為上限由本公司員工認購。
10.公開銷售股數:依證券交易法第28條之1規定，提撥發行新股總額10%
計550,000股為上限對外公開承銷。
11.原股東認購或無償配發比例(請註明暫定每仟股認購或配發股數):80%，
計4,400,000股為上限，由原股東按照認股基準日股東名簿記載之持股比例認購。
12.畸零股及逾期未認購股份之處理方式:認購不足一股之畸零股，由股東自
停止過戶起五日內至本公司股務代理機構辦理拼湊成整股認購。原股東及
員工放棄認購或拼湊不足一股之畸零股部份，授權董事長洽特定人按發行　
價格承購。
13.本次發行新股之權利義務:與原已發行之股份相同。
14.本次增資資金用途:償還銀行借款。
15.其他應敘明事項:
(1)本次增資發行計劃之重要內容、包括資金來源、計劃項目、預定進度、
   預計可能產生效益及其他相關發行條件，未來如經主管機關修正或基於
   營運評估及因客觀環境需要變更時及相關增資作業，擬授權董事長全權
   處理。
(2)本次現金增資案於呈主管機關申報生效後，有關認股基準日、增資基準
   日及其他未盡事宜，擬請董事會授權董事長視實際情況依相關法令規定
   辦理。


"
277,[新聞] 環球晶：明年第1季營運面臨挑戰 毛利率壓力,8145,"
原文標題：環球晶：明年第1季營運面臨挑戰 毛利率壓力較大

原文連結：https://money.udn.com/money/story/5612/8431812

發布時間：2024-12-17

記者署名：張建中

原文內容：

半導體矽晶圓廠環球晶董事長徐秀蘭今天表示，第4季業績可望優於第3季，明年第1季因
有過年因素影響，營運將面臨挑戰，毛利率也面臨較大壓力。

環球晶今天下午召開線上記者會，徐秀蘭親自說明美國子公司GWA和MEMC獲得美國晶片法
案最高4.06億美元直接補助相關事宜。對於當前半導體矽晶圓市況，她說，客戶在先進製
程及應用需求有增加情況，不過成熟製程需求改善速度並沒有預期好。

徐秀蘭表示，環球晶營運於今年第1季落底，第2季和第3季業績逐季攀升，第4季電動車市
場需求趨緩，不過，第4季業績仍可望優於第3季水準。

徐秀蘭說，2024年總出貨量將自去年的歷史最高紀錄水準滑落，2025年1月因有過年因素
影響，營運面臨挑戰，要維持逐季攀升的趨勢確實有壓力。隨著折舊和資本支出將於2025
年達到高峰，環球晶2025年毛利率將面臨較大的壓力。


心得/評論：

母公司之前要員工預休的新聞後
環球晶跟著每天破低
秀蘭姐現在又說明年Q1毛利壓力大
說好的2025年樂觀呢...斷氣

"
278,[標的] 00971野村美國創新研發龍頭,8145,"標的：00971野村美國創新研發龍頭 ETF

分類：討論

分析/正文：
這樣打好像蠻業配味道的，但最近這檔準備IPO，常看到廣告，他的選股邏輯老實說蠻吸
引我的，抓龍頭企業。主要是有一項研發費用當作標準，看起來回測報酬率高（當然每檔
回測都說不錯），產業除了科技還零星加入了醫療，工業等等產業。看起來還可以，但就
是管理費那些太高，不然也是一檔賭美國未來的ETF,不知道大家怎麼看？

https://i.imgur.com/WNx9tcd.jpeg
https://i.imgur.com/okn44ia.jpeg
進退場機制：
討論，還沒有進退場考量

"
279,[創作] 說好的幸福呢 (台塑四寶) ,8145,"
說好的幸福呢
原作詞:方文山 原作曲:周杰倫


帶著被套牢的悲哀 自己錄了一小段...
https://tinyurl.com/ym6ev8k3


妳的K棒向下著 在這個時刻
我想起三年前的歡樂 高點墜落了

四寶莫名的拉扯 我還買妳呢
而妳斷斷續續緩跌著 好像沒救了

時間過了 走了 存骨面臨選擇 妳跌了 虧了 我哭了
停損時的不快樂 妳用損益手寫著 有些錢只給到這 真的沒了

怎麼了 妳跌了 說好的 幸福呢
我賣了 不說了 賠慘了 夢遠了
賺錢與不停損一一細數著 妳再不捨
那些買過的感覺都太深刻 我都還記得

妳不漲了 說好的 幸福呢
我賣了 淚乾了 放手了 後悔了
只是賠錢的損益表還存在著 要怎麼停呢


===================================
雖然四寶佔目前投資佔比大概只佔5-10% 但是還是蠻心寒的阿阿阿
很想全賣然後同額轉高股息ETF類 又怕一賣就是最低點
(還在思考過程 一早開紅還想說還好還沒賣 結果收盤又破底了 嘖嘖)



"
280,[新聞]金管會擬翻修保險法 將研議調降遲延利息,8145,"原文標題：

金管會擬翻修保險法 將研議調降遲延利息年利率

原文連結：

https://reurl.cc/M6y2lm

發布時間：

2024-12-17 19:30

記者署名：

中央社 記者謝方娪

原文內容：

睽違逾20年，金管會研議結構性翻修保險法。金管會今天證實，產險公會提案建議調降保險
法第34條第2項保險理賠遲延利息年利率，考量目前金融市場利率水準已遠低於修訂條文當
年，確實可重新檢視調整，目前已在研議中，一旦確定修正，產、壽險保單將全面適用。

保險法第34條明定，保險公司應於要保人或被保險人交齊證明文件後，於約定期限內給付賠
償金額，若無約定期限，應於接到通知後15日內給付，若保險公司因可歸責自身事由致未在
規定期限內給付理賠金，應給付遲延利息年利1分，相當年利率10%。

產險公會向金管會建議，此條文立法至今已歷經27年，相較立法當時經濟環境背景，目前擔
保放款融通利率及1年期存款牌告利率均已大幅下降，加上近年政府對金融業強化監理強度
、提高金融消費者保護措施，保險公司藉故拖延給付情況已式微，希望調降此項法定利率水
準。

金管會保險局主秘古坤榮今天在例行記者會說明，參酌1997年間銀行1年期定期存款利率約6
%，保險法第34條第2項明定以年利1分作為遲延利息計算標準，目的是保護被保險人利益，
避免保險公司藉故推諉延遲，迄今確實發揮功能。

不過，古坤榮也指出，考量目前金融市場利率水準已遠低於當年，確實可重新檢視調整、兼
顧雙方權益，金管會目前已在研議中，將綜合參考民法及市場利率等，審酌研訂遲延利息年
利率水準，一旦確定修正，產、壽險保單將全面適用。

近年適用到保險理賠遲延利息年利率10%，較知名為防疫險風暴期間，因大量理賠案件湧入
產險公司，產險公司一時消化不及，普遍發生理賠延宕。

古坤榮指出，金管會研議進行保險法結構性翻修，目前正通盤檢視條文，除了產險公會提案
外，最近關切議題皆會納入討論，包括近年金融科技及永續金融趨勢，及學者業界對接軌國
際保險新制後資本監理規範的建議等。

外界關注，金管會何時會提出大規模翻修的保險法修正草案，古坤榮則說，「目前沒有時間
表」。



心得/評論：

在經歷了防疫險之亂後，產險公會向金管會建議調降保險理賠的延遲利息利率，而目前是以
年利率10%計算。

如果降了利率，又是對保戶不利，對保險業者利多。

不過，會拖延不就是負責理賠的員工不夠多，多請一些員工比較實在。

"
281,[新聞] 長榮今年獲利靚，明年具高殖利率題材  ,8145,
282,Re: [請益] 高股息被套牢該怎辦？,8145,"※ 引述《kingofsdtw (塔綠班)》之銘言：
: https://i.imgur.com/N05rGB4.jpeg
: 本來想套著配結果含息還是-6 -7%
: 看著看著00940還比較穩
: 940應該賠的比我少吧？
: 沒錢可以加碼了該怎辦？ 該認賠嗎？
: https://i.imgur.com/VoryHo6.jpeg


我也是曾經都把錢平均分配給台積電

還有0050跟高股息幾檔

但後來我想通了  很多人美其名是長期投資

套著配都舒服  這個根本是自我催眠

高股息etf還沒到填息又要應付下次配息

當損益是越負越多

但大盤指數還在22000點以上耶

真的下殺大跌  高股息也沒比較抗跌

還不是看到綠色損益 心情也不會好

感覺抱得住的都是前幾年就低價買的

今年買的績效都不好

既然買高股息有覺悟要幾年套著配到解套

這時間成本怎不要都投入0050or006208

高股息不含台積電就是最大缺點

所以我前陣子把幾檔高股息直接出清掉

扣掉配息大概打平或小虧

這筆錢就一樣定期定額0050

等大跌再買多一點

當然還是會有買高股息的股民是真的不在乎帳面損益

但我相信大部分的人包含我  看到損益還是會在意

本來上半年看到一些人說高股息不是好商品  我還不信

但等我出清之後 才鬆口氣 原來我還是適合跟著大盤跑的投資

畢竟我還要工作好多年 每個月都有現金流

根本不用卷商配錢給我

配給我我還要再買  多一道程序好麻煩



"
283,[新聞] 快訊／85萬股民搥心肝！ 00940月配息2,8145,"ETtoday財經雲2024-12-17 15:10

快訊／85萬股民搥心肝！ 00940月配息2度縮水至0.03元

https://cdn2.ettoday.net/images/7799/d7799797.jpg

者巫彩蓮／台北報導

擁有85萬股民的元大台灣價值高息（00940）今（17）日公告配息縮水至0.03元，為今年
以來2度縮水。由於預計明年1月2日除息，今年12月31日為最後買進日。

00940在今年4月1日上市，此次公告為第7度配息，前4次配息每股配0.05元、第5次、第6
次配息縮至0.04元，此次2度縮至0.03元。

00940 從0.05調降至本次的0.03元，法人分析，從目前帳上可收益分配金額觀察，00940
在階段式調降下，可望成為首檔結束停止降息的月配高股息ETF。

00940至12月16日包含股利所得的收益平準金為0.17元，已足以支持現階段配息水準，且
從成分股觀察在4月之前尚有5~6檔成分股將除息，將使收益平準金再增加，預估在接續明
年6月展開的除息旺季來臨後，將再挹注配息能力。

法人指出，00940 前三大成分股產業為半導體、航運、金融，均為2024年獲利高+股息發
放率高之產業，若展望明年的股利發放，現階段已度過最壞的降息階段，投資人可以逐步
重新佈局。

2024年台灣企業表現亮眼，前三季台股上市櫃企業獲利達3.4兆元，年成長28%，第四季又
向來是上市櫃企業傳統旺季，有機會帶動營收、獲利再走高。未來進入2025年除息時，看
好高股息有望提升配息能力。

元大投信指出，基於台股大盤長期具有相對高殖利率，隨明年企業股利發放反映2024年度
獲利狀況，在高現金股利發放率基礎上，高股息ETF仍可望持續發揮投資特色。

原文網址: 
https://finance.ettoday.net/news/2875408
還這麼多大媽在船上
扣手續費還可以喝兩瓶麥香紅茶壓壓驚
號稱巴菲特選股選成這樣正常嗎
豆腐軍明天改做空成分股有搞頭嗎?
"
284,[新聞] Tesla is having major issue with its s,8145,"Tesla is having major issue with its self-driving computer inside new cars

https://reurl.cc/NbylGq

發布時間： Dec 16 2024 - 10:08 am PT

記者署名：Fred Lambert

Brand-new Tesla vehicles are experiencing self-driving computer failures,
which are resulting in significant problems. Inside sources say that the
problem is contributing to overwhelming Tesla’s service.

Over the last few weeks, Electrek has received several reports from new Tesla
buyers claiming computer failures on brand-new cars.

We have been investigating the problem, and based on insider sources and
documents that we obtained, we can now explain the issue in more detail.

The problem is linked to a new version of Tesla’s HW4 (sometimes called AI4)
onboard self-driving computer. Internally, some refer to the new version as
AI4.1. The computers are short-circuiting. The cause is still being
investigated, but one source told Electrek that one of the possible causes is
the low-voltage battery short-circuiting the computer during the camera
calibration process.

Tesla drivers are reporting computer failures after driving off with their
brand-new cars over just the first few tens to hundreds of miles.
Wide-ranging features powered by the computer, like active safety features,
cameras, and even GPS, navigation, and range estimations, fail to work.

Insider sources told Electrek that the problem is quite wide-ranging. It
affects vehicles built over the last few months with the new computer.

Two sources said that Tesla is currently receiving a high number of
complaints about this issue, and it has yet to release a service bulletin
about it. One source said that Tesla service is being told to play down any
safety concerns related to this problem to avoid people believing their
brand-new cars are not drivable.

The issue arose at the end of the year when Tesla is trying to deliver a
record number of vehicles to avoid its whole year down in deliveries – a
first in a decade.

It’s unclear if Tesla reported the issue to NHTSA despite the fact that the
broken rear-view camera goes against federal safety regulations, which should
force a recall.

At the moment, the main remedy being discussed is a computer replacement, but
Tesla is also looking to push a software patch to help temporarily.

Tesla service is currently being overwhelmed by the issue, and Tesla is
pushing service appointments to next year.

I am not hating here. This is a significant issue that customers should be
aware of. It is significant enough that several inside sources decided to
reach out about it, and many customers are complaining about the issue.

It is worrying that Tesla has not issued a service bulletin about it, and
Tesla service is told to downplay the problem at the end of the quarter.

I would expect NHTSA to issue a recall here, and Tesla could be in trouble
for downplaying an issue that has been going on for weeks, but I don’t think
that’s going to happen considering what the Trump transition team, in which
Tesla CEO Elon Musk is greatly involved, is signaling to the federal agency.

We are in for an interesting few years regarding auto safety in the US.

"
