,標題,分類,內文
357,Re: [請益] 星際效應重映北部IMAX影院選擇？,10426,"剛剛看完4DX了
IMAX上週搶第一天第一場看完

終於兩種都看完啦！！！！！

還記得之前因為太晚知道這部
只能羨慕大家看過大螢幕
這次重映消息一出來
信箱就收到好幾個
當時po文在推文聊天的版友的來信
不知道當初說要一起揪團的版友是不是都看了呢？

回到主題
我平常沒有很常進電影院看電影
都是非常喜歡的片子才會進去
上次看IMAX是奧本海默
這次買票前完全忘記當時看過的位子都是啥感受
這次重新爬文找資料
最後IMAX看L排、4DX看E排

先說4DX我應該不會再看第二次（這部）
我最期待被噴水的地方一滴都沒有
（好像只有預告時被帥氣獵人噴到）
我整個超疑惑
低頭看是不是不小心關掉了噴水功能
除了在對接跟穿過蟲洞黑洞時的椅子
會讓我覺得很有實感以外
我找不到看4DX的理由哈哈
喜歡4DX的版友我真的sorry
（而且那個椅子弄的我腰好痛嗚嗚）

然後IMAX真的好喜歡！！！！！！！！
只是我覺得可能可以再前進一兩排
我本來很期望畫面的包覆感
最後一排雖然對我的c spine友善
可是還是會覺得畫面有邊界
所以在進入外太空時有一點點點點小可惜
不過星星滿點還是好美

覺得能看到IMAX的Interstellar真的超級幸福
想再安排一下第二場了哈哈哈哈哈

"
358,[情報] 2024 英國獨立電影獎 得獎名單,10426,"※ 最佳英國獨立電影：

《嘻蓋骨男孩》

※ 最佳導演：

《死了舅舅以後》Rungano Nyoni

※ 最佳劇本：

《Santosh》Sandhya Suri

※ 最佳主角演出：

《Hard Truths》Marianne Jean-Baptiste

※ 最佳配角演出：

《女孩與鳥》Franz Rogowski

※ 最佳聯合主演：

《嘻蓋骨男孩》Liam Óg Ó Hannaidh, Naoise Ó Cairealláin, JJ Ó Dochartaigh

※ Douglas Hickox 獎（最佳新導演）：

《Bring Them Down》Christopher Andrews

※ 最佳新導演 - 紀錄長片：

《Grand Theft Hamlet》Pinny Grylls, Sam Crane

※ 突破製片：

《Santosh》Balthazar de Ganay, James Bowsher

※ 突破演出：

《死了舅舅以後》Susan Chardy

※ 最佳新編劇：

《嘻蓋骨男孩》Rich Peppiatt

※ 最佳紀錄片：

《Witches》

※ Raindance 發現獎：

《Grand Theft Hamlet》Pinny Grylls, Sam Crane, Julia Ton, Rebecca Wolff

※ 最佳英國短片：

《Wander to Wonder》

※ 最佳國際獨立電影：

《艾諾拉》｜美國

※ 最佳選角：

《嘻蓋骨男孩》Carla Stronge

※ 最佳服裝設計：

《煽動者》Michael O’Connor

※ 最佳攝影：

《Love Lies Bleeding》Ben Fordesman

※ 最佳剪輯：

《嘻蓋骨男孩》Julian Ulrichs, Chris Gill

※ 最佳效果：

《帝國浩劫：美國內戰》David Simpson

※ 最佳妝髮設計：

《Unicorns》Lisa Mustafa

※ 最佳原創音樂：

《嘻蓋骨男孩》Michael “Mikey J” Asante

※ 最佳音樂統籌：

《嘻蓋骨男孩》Gary Welch, Jeanette Rehnstrom

※ 最佳美術設計：

《The Assessment》Jan Houllevigue

※ 最佳音效：

《帝國浩劫：美國內戰》Glen Freemantle


"
359,[好雷] +疑問 魔法壞女巫,10426,"雷文防雷資訊頁



~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~*-*~



~~~~~~~~~~~~~~~~~~~ 雷文 主文分隔線 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

這部電影的髮妝造型場景很值得進戲院一看
不過我覺得如果要達到好的觀影體驗
看電影前先熟讀一遍綠野仙蹤是非常必要的
這樣就能對很多橋段與設計有更深一層的認識

(不過我也沒看很熟 可能還要再找比較原始的綠野仙蹤來惡補一下)

電影劇情方面人物動機都有充分鋪陳
比如綠女巫為何對動物有這麼深的執著
這是因為她小時候就是熊褓姆照顧的關係
本來動物職業隨處可見，之後越來越少看到
這些設計我非常喜歡


不過

我想問的問題是
女生的友誼，真的能在這種狀態下發展出來嗎？
我真的很懷疑，因為葛琳達對艾法芭的好，有太多利益交換
她到翡翠城以前，所有對於艾法芭的善意幾乎全部都另有所圖

艾法芭方可看能事看的滿清楚的
知道葛琳達不是真的為她好，只是想維持一個光鮮人設而已
葛琳達這邊我覺得亞莉安娜實在很會演
或者這個角色太適合她
我都分不出來她演的是「有意識的另有所圖」 還是「無意識的表演型人格」
所以翡翠城追逐戰我真的有被這個友誼小小感動到
兩邊看起來都真情流露

但回過神來又覺得不對，好像她們不太可能真的是朋友
特別是最後楊紫瓊擁抱葛琳達那裏
一般人會去擁抱發布追殺朋友命令的人嗎？
所以葛琳達在翡翠城裡面都在演戲嗎？ 這劇情也太腹黑了吧
還是說這個問題要等第二集揭曉答案呢？


"
360,[新聞] 真人《白雪公主》預告片留言熱烈 倒讚數,10426,"
真人《白雪公主》預告片留言熱烈 倒讚數驚人

https://www.epochtimes.com/b5/24/12/9/n14387165.htm

（大紀元記者葉子杰編譯報導）9日，真人版《白雪公主》預告片在YouTube上發布後不到
一週，在台灣及美國就獲得驚人的倒讚數量，目前倒讚數已超過讚數的25倍以上，且留言
板上受到高度支持的言論皆非正面評論，這對於迪士尼電影來說並非好消息。

截至今日，真人版《白雪公主》（Snow White）在美國YouTube上的預告片觀看數為560萬
次，給讚數為2.7萬，給倒讚數為70萬，是讚數的25.9倍。而台灣預告片觀看數為9.4萬
次，給讚數為382，給倒讚數為1.2萬，是讚數的31.4倍。據《CBR》報導，最新預告給予
電影觀眾的反應並非理想，意味著該片明年上映時可能會遇到麻煩。

據報導，迪士尼在之前的經典動畫真人翻拍作品多數在票房上獲得了成功，但《白雪公主
》電影在上映前幾個月就遭到負面言論，可能難像《獅子王》（The Lion King，2019）
和《阿拉丁》（Aladdin，2019）翻拍版成為全球票房超過十億美元。

在留言評論方面，美國開放留言，台灣關閉留言，從美國預告片留言區顯示，多數給予支
持度最高的留言，都是對影片表達不滿的評論。在美國留言板網友4萬則留言評論中，觀
眾給讚數最高的言論依序是「我會給迪士尼一些讚賞，他們勇於開放評論區。」獲得5.2
萬的讚數。

其次是「哇，迪士尼，你們真的不可思議。你們花了3年時間、多次改編、不必要的電腦
合成影像（CGI），以及（花了）2.09億美元，只為了讓我享受一部我永遠不會看的電影
的評論。祝福你們。」獲得4.4萬的讚數。

據報導，《白雪公主》製作與宣傳的過程中遇到了許多問題，其中一些問題似乎很大影響
了電影觀眾對電影的興趣。如選角選拉丁裔美國女演員兼歌手瑞秋‧曾格勒（Rachel
Zegler）當「白雪公主」以及七個小矮人的製作上引起了一些爭議。

此外，曾格勒在接受採訪時發表了與經典動畫故事相反的言論，把故事中王子稱為真正纏
著白雪公主的傢伙，並以「奇怪」來形容他們的關係。很多粉絲看到這些評論後都很不滿
意。

後來，曾格勒解釋說，那些爭議性評論是被斷章取義的笑話。曾格勒在接受《Variety》
採訪時表示：「說實在的，我很難過這件事會被這樣看待。」並說：「當事情被斷章取義
或當笑話並非順利時，會讓人非常難過。」

現今YouTube上的「倒讚數」一般是隱藏的，據《中央社》報導，2021年11月，YouTube官
方宣布隱藏倒讚數，為了保護創作者免於遭到騷擾和鎖定攻擊。需要使用Chrome瀏覽器的
擴充功能才能閱讀。

"
361,[好雷] 猛禽小隊：小丑女大解放,10426,"


"
362,[好雷] 破地獄,10426,"圖文好讀版: https://vocus.cc/article/67540971fd89780001680839

今年可以說是香港電影獨占華人市場鰲頭的一年，上半年度《九龍城寨之圍城》勢如破竹

，下半年又有 《破．地獄》壓軸登場。我本身沒有特別鍾情於香港電影，過去大概也只

看過第四台長青老片周星馳系列，連無間道都沒看過，但今年上映的這兩部都讓我上電影

院報到了。


《九龍城寨之圍城》定位就是武打爽片，在朋友極力推薦之下就去看了，至於劇情合不合

理就不重要，因為它本來就是港漫改編，反正劉俊謙的信一和古天樂的龍捲風老大帥到我

覺得值回票價就夠了。但《破．地獄》則是完全不一樣的故事，雖然同樣是架空的故事，

但《破．地獄》更有溫度，它講的是華人世界即為避諱的「死亡」，以及要以什麼態度面

對死亡？以下內容有劇透，不喜暴雷者止步。

↓

↓

↓

↓

↓

破地獄儀式

香港傳統的殯葬業為「一文一武」的組合，文的是殯葬的經紀人，武是做儀式的喃嘸師傅

，而喃嘸師傅就是執行「破地獄」這個特殊儀式的人。


破地獄這個儀式的典故來自佛教「目連救母」，目連為釋迦摩尼第一弟子，見母親生前作

惡於地獄受餓鬼道(註)之苦，求救於十方眾僧，後藉由禪杖打破地獄門救母親脫離苦海的

故事。後來在香港與中國傳統道教融合成特殊儀式，需由喃嘸師傅作法打破9片瓦片，象

徵破地獄之門，儀式最後喃嘸師傅會跳躍火盆，引導亡靈逃離地獄的業火、脫離地府，進

入輪迴開始下一世。


本作初觀賞時會以為黃子華飾演的殯葬經紀人魏道生為男主角，其實本劇真正的男女主角

是喃嘸師傅家族的郭文(許冠文飾)和其女兒郭文玥(衛詩雅飾)，而魏道生是見證和敘述這

個故事的人。


不只死人要被超渡，活人也需要破地獄

魏道生由婚禮規畫師轉職為殯葬業經紀人，初入行不知道行規鬧了不少笑話，也得罪不少

人，而身為搭檔的喃嘸師傅郭文雖心裡看不起這個毛頭小子，但是身為合夥人，不得已還

是得出手相助。


郭文讓自己的兒子郭志斌輟學成為喃嘸師傅，但兒子的不敬業和散漫他也看在眼裡，始終

認為自己的兒子不成材，法事也不讓自己兒子獨立作業；女兒郭文玥是個敬業的救護員，

具良好的體力和富有同情心，雖自小崇拜父親，也希望能夠繼承衣缽成為喃嘸師傅，但傳

統上因女性屬陰且有月事，被視為不潔，因此喃嘸師傅向來「傳男不傳女」。


郭文是個遵守傳統的人，因此一開始十分反對道生那種「喪事喜辦」的風格，後來道生接

了一個棘手的案例，沒想到是兩人破冰的轉折點。


一個失去孩子的母親，難以接受孩子死亡的事實，希望盡可能用防腐的方式保留遺體，不

火化不下葬，她要一口高級棺木把孩子的遺體存放在家。殯葬業者無人不笑這母親是個神

經病，當然這麼瘋的案子也沒有人敢接 "
363,[新聞]史蒂芬史匹柏全新「軍事科幻」大片,10426,"新聞網址：https://tinyurl.com/mz9w274m

史蒂芬史匹柏全新「軍事科幻」大片準備開拍！將召集一票老牌明星「回春」開打星際戰
爭

繼《一級玩家》（Ready Player One）後，金獎導演-史蒂芬史匹柏（Steven Spielberg
）又相中了一本科幻小說準備搬上大銀幕。

知名影視記者-丹尼爾瑞奇曼（Daniel Richtman）日前在他的《Patreon》頁面獨家披露
，史匹柏已計劃要執導《垂暮戰爭》（Old Man’s War）的改編電影，該片改編自約翰史
卡奇（John Scalzi）2005 年出版的同名小說處女作，原著後來發展為系列故事，至今已
出版六本。

此非好萊塢首次嘗試翻拍《垂暮戰爭》，派拉蒙影業 2011 年就曾買下改編權，並找《空
軍一號》（Air Force One）導演-沃夫岡彼得森（Wolfgang Petersen）操刀，後來翻拍
計劃轉讓給 SyFy 頻道，也改變方向要製作成影集版，但彼得森仍繼續參與開發。
SyFy 的影集計劃最終也胎死腹中，直到2017 年才換 Netflix 接手，並將製作方針導回
翻拍成電影，但瑞奇曼並未透露，史匹柏現在籌備的這個版本是否還屬於 Netflix 旗下
。

史匹柏的電影版《垂暮戰爭》同樣將以高齡 75 歲的約翰佩瑞為主角，喪妻又喪友的他選
擇從軍，同意人類的星際殖民國防軍將他的意識轉移到基因增強後的年輕版肉體，從而在
戰場上享受人生的第二春。約翰不記得的是，他的已故妻子凱西生前也簽署過相同的意願
書，因此當他發覺年輕版的凱西也在軍隊服役時相當驚訝，然而眼前的人並不是凱西，大
腦裝載的意識其實另有其人。心碎的約翰一邊作戰，一邊又試圖挽回失去的摯愛。

瑞奇曼預告，史匹柏將號召一批年長演員擔綱片中「回春」後的國防軍士兵，並透過嶄新
的視效替他們的面貌「減齡」。與史匹柏合作過的連恩尼遜（Liam Neeson）、哈里遜福
特（Harrison Ford）都有鮮明的動作明星形象，湯姆漢克斯（Tom Hanks）也領銜過史匹
柏的戰爭經典《搶救雷恩大兵》（Saving Private Ryan），這些都可能是加入飾演主角
約翰的潛在人選。

"
364,[普雷] 柯波拉的【大都會】,10426,"
前情提要：
9月的時候到美國旅遊，順便查一下當時有什麼電影只會在美國上映，發現【大都會】是
當周新片，毫不猶豫就買票進場。當然啦，是包場XD這部的票房真的慘中之慘，全球票房
才1100萬美金。
-

電影預告：
https://youtu.be/pq6mvHZU0fc?si=MFzS-kO-HvikR6YI

【大都會】是2024年的科幻片，由【教父】系列的導演法蘭西斯柯波拉自掏腰包1.2億美
金、自編自導的原創電影。

劇情描述新羅馬帝國的建築師凱撒計畫建立一個烏托邦，卻遭到市長、貴族等人的阻礙，
並因此捲入政治鬥爭。
-

其實多數負評沒有說錯，即便我降低期待來看，也覺得劇情真的很亂。演員之間的互動很
僵，沒有太多默契可言，全靠他們本身的演技魅力在撐場。尤其男女主角的愛情演得很命
中注定，讓我想到柯波拉的【吸血鬼：真愛不死】，德古拉能用宿命來解釋，但這部是說
愛就愛，缺乏說服力。

然後一些奇幻設定，像是主角暫停時間的超能力，跟劇情的連結很薄弱，我看得霧煞煞。
角色動機跟轉折也很突然，缺乏鋪陳。中後段凱撒還被消失了一下，開始演支線劇情，故
事回到他身上之後一切阻礙也跟著消除了XD超級偷懶。
-

雖然如此，我也不覺得【大都會】有這麼不堪，很多畫面都很有意思，加入科幻元素來重
新演繹古代歷史的概念也很有趣，甚至可以想像未來有些很棒的電影、故事會以這部片作
為靈感來發想。

我舉個貼近的例子，就像星戰前傳三部曲被大家吐槽吐到翻了，即便最近有後傳出來擋刀
，前傳還是有一堆不可忽視的槽點。但裡頭也有很多元素是當時其他作品沒有、或是呈現
起來沒這麼酷的。【大都會】大概就是這樣得存在。

我相信過幾年這部的評價會稍微回升一些，然後聽說柯波拉阿伯又有新作要開拍了，也一
樣…會是自己出錢XDD

"
365,Re: [討論] 2024年台灣(非)歐美動畫電影票房(補充),10426,"※ 引述《Alanetsai (Alane)》之銘言：

先感謝原PO每年的努力整理，這裡再為幾部電影的資料做的小小的補充
(但大部分都是八卦就是了XD)


: 《蠟筆小新》
: 今年《我們的恐龍日記》至12月1日為止全台票房6989萬，不僅是系列史上新高，
: 也同樣超越了今年的《哆拉A夢》
: 以往的年度系列第1名是柯南，第2名大多是哆拉A夢，第3名才是蠟筆小新，
: 但連續2年蠟筆小新票房都超越了哆拉A夢，可能會就此成為慣例
個人覺得今年蠟筆小新票房破紀錄的原因，和換了代理商拖不了關係。
對，代理商不再是大家熟悉的木棉花了。

雖然接手的代理商爭議從來沒停過，但是電影畢竟是瞄準親子市場，
家長平常要帶小孩就已經夠頭大的了，哪有時間去管這麼多(
加上新代理商的行銷策略有做出調整(狂撒優惠預售票...等等)，
多少可以開發出新的客群，所以刷新票房紀錄完全是意料之內的事(嘆氣


: 《鬼太郎》
: 鬼太郎的動畫製作體制有點特殊，大約每10年東映就會重新製作TV動畫，
: 如果受歡迎也是有機會製作劇場版，
: 以往台灣曾經在2008年上映過《鬼太郎劇場版：日本爆裂》，
: 是2007年播映的第5季鬼太郎唯一的劇場版，當時台北票房僅有7萬6
: 今年上映的《鬼太郎誕生：咯咯咯之謎》，是2018-2020播映第6季鬼太郎的第1部劇場版
: ，僅台北票房就有約600萬，全台達到2000萬
老實說這部是我覺得今年第二可惜的動畫作品(第一名等一下會提到)
據說片商當時對這部片寄予厚望，希望能再造去年《THE FIRST SLAM DUNK灌籃高手》
的熱潮(畢竟是同一家動畫公司出品)，檔期還特意排在春節連假。
結果票房不如預期，還被同期上映的宮崎駿經典舊片《魔法公主》超車。
除了嫌IP太舊沒興趣以外，我聽到最多人沒去看的說法是:


「大過年的看這個，實在太不吉利了。」


......我真的沒想到都已經2024年了，還可以聽到這麼封建迷信的話語WTF。
等到春節連假結束後，各方強片輪番上陣，這部片的票房就這麼慢慢消失在排行榜上了。
是到後來片商把上映前的搶先場海報拿出來一直送，加上後來加開了許多次贈送限量
特典的特別場，這部片的票房才勉強突破了2000萬。

是說這部片的重製版本《鬼太郎誕生：咯咯咯之謎 真生版》尺度更大、更恐怖，
原片商也選擇預定在明年2月7日上映了，除了剛好是原版在台灣上映一週年以外，
檔期也是在農曆新年結束以後。
希望到時候票房可以好一點(汗


: 《GIVEN被贈與的未來》
: 第2部劇場版被分為前後兩篇，《柊mix》是前篇，全台票房967萬，
: 後篇《ギヴン海へ》日本已經上映，台灣尚無消息

這部片也打破台灣影史BL動畫電影票房的最高紀錄，上一部保持者是同樣為采昌發行的
《鳴鳥不飛：烏雲密布》的703萬。
是說本片很可惜票房沒辦法再進一步突破千萬大關，因為很多行銷企畫受限於日方許可，
他們說不行就不行，所以能感覺到最後一週的書籤特典是采昌很努力才擠出來的...

後篇《海へ》采昌雖然還沒排檔期，但是有把它命名為《去海邊》。
...也不能說片商取名錯誤，但是這個名稱莫名的好俗啊，希望這只是暫時的名稱= =""




: 《吹響吧！上低音號～》
: 應該是為了配合4月TV動畫第3季播映，《莉茲與青鳥》再次重映，
: 上次重映已經是2020年，但這次全國票房被額外計算，約8萬
原文底下有網友留言了，這個是觀眾在今年4月舉辦的特別包場。
不然我真的找不到這部片今年有任何的重映消息...


: 《搖滾吧！中二樂團》
: 改編自大橋裕之的漫畫《音樂》，這是岩井澤健治首個導演作品，
: 他同時也擔任及腳本分鏡人設作監等主要職務
: 2019年先在加拿大渥太華國際動畫影展獲得大獎，2020年度獲得大藤信郎賞，
: 2021年獲得日本文化廳媒體藝術祭娛樂部門大獎(不是動畫部門)，全台16萬
今年第一可惜的動畫就是這部了(吐血

這部片的上映歷程可以說是相當坎坷
原先2019年就有在台中國際動畫影展放映過，結果隔年就碰上肺炎疫情爆發
於是本片的院線放映就此遙遙無期...

直到2023年7月，片商(和今年的蠟筆小新是同一家)在臉書上釋出了海報和預告，
宣告《搖滾吧！中二樂團》會在近期上映，
然後就沒了。
彷彿只是在對外宣示主權一樣(

時間再拉到2023年12月，片商突然宣布敲定檔期，將會和其他4部和音樂有關的電影
接力上映，結果有放映的電影院真的..好少(再度吐血
於是2024年1月5日，《搖滾吧！中二樂團》h襖草在戲院上映，又草草下片。


但是這部片真的很好看，雖然受限於製作規模，電影裡許多細節都沒辦法進行細緻的處理
，但是整體可以說是很白痴、很熱血、很感動，個人相當推薦。



: 《妖怪森林》
: 國產動畫，導演王世偉之前在2013年原住民族電視台《再探飛鼠部落》擔任導演，
: 2016年公共電視台《吉娃斯愛科學》擔任監製，兩部作品都曾獲得金鐘獎最佳動畫節目獎
: 這部作品在2023台中國際動畫影展首映，2024年1月院線上映，
: 不過宣傳與資訊都極端的少，甚至沒有找到全國票房資訊，
: 只知道台北票房是77萬，以此數值計入
我個人是有從
https://boxofficetw.tfai.org.tw/
查詢到本片的全台票房啦(點擊右上角的單片查詢)
全台票房227萬。


: 《BLOODY ESCAPE:地獄的逃走劇》
: 由動畫導演谷口悟朗擔任原案的原創動畫企劃《Estab Life》，在2022年推出TV動畫
: (由橋本裕之導演)，劇場版則由谷口悟朗自己擔任導演，不過劇場版中途改過名字，
: 拿掉Estab Life的名稱改成現在的片名，全台票房29萬
這部也是有點可惜(好了啦到底要可惜幾次
TV動畫《Estab Life Great Escape》的播映權當初被B站獨佔，導致本片幾乎沒什麼
從由TV動畫建立起來的基礎客群，就算打著《航海王劇場版：紅髮歌姬》導演新作的名號
也無法拉抬起票房，就這麼黯然下片了。

不可否認電影在敘事節奏上有著明顯的缺陷，但是打鬥場景是真的會讓人熱血沸騰的
那種。
加上片中出現許多相當有趣的角色(個人最喜歡5923，一開始你會嫌他吵，但是到後面
你會覺得他很可愛XD)，還算是值得一看啦。



: 《藍色恐懼》
: 已故動畫導演今敏的出道作，2020年才剛上映過數位修復版，全台票房達到949萬，
: 這次則是以4K數位修復版上映但票房合併計算，累積票房達到了1985萬，
: 簡單計算這次應該有1037萬，成功突破千萬
原來今年重映後有破千萬啊。
當初來看光年在臉書上大力宣傳希望這部片能破千萬，結果到最後悄然無息，還以為
沒希望了呢(


: 《八戒：決戰未來》
: 國產動畫，也拿下了去年度金馬獎最佳動畫長片，
: 導演邱立偉及studio2(貳號資訊/兔子創意)，之前曾製作過多部動畫節目，
: 如小太陽、小貓八克里、觀測站少年等，多次獲得金鐘獎動畫節目獎，
: 其中《小貓巴克里》在2017年製作為長片動畫，入圍金馬獎但未得獎，
: 而在企劃八戒時，又以八戒為主角另外去製作電視動畫節目《未來宅急便》，
: 因此八戒並不能算是未來宅急便的電影版
: 全台票房1070萬，雖然是極少數能夠破千萬的國產動畫，
: 但仍不及幸福路上及鑑真大和尚，亦談不上回本(宣稱製作經費5000萬)
本片除了國語版，還特別推出了台語版、多元語版(包含客語的各種腔調，例如
四縣腔、海陸腔，以及台語)，還有紀念已逝資深配音員李香生的李香生特別版。

我自己是進場看過一次，覺得...沒有特別喜歡。
到底是誰覺得讓展榮展瑞兄弟開金嗓是個好主意的啦?


: 《DDDD惡魔的破壞》
: 由淺野一二O的漫畫改編，雖然是全12冊的漫畫，未曾TV動畫化而是直接製作劇場版，
: 並分為前後章，全台票房分別為113萬及94萬
嚴格來說，這部是製作成18集的TV動畫，同時也剪成電影以前後章的形式在電影院上映。
不過電影版有採用全新原創結局。
個人可以理解電影版製作原創結局，不然要收尾的話勢必得再做一部電影......




: 《那年夏天，想見妳 》
: 改編自韓國小說家崔恩英的同名短篇小說，雖然畫面看起來很像日本動畫，
: 不過是由南韓國內曾代工過多部海外動畫製作的Reddog Culture House，
: 在2021年製作7集WEB動畫後，推出的總集篇電影版，全台票房19萬
這部片其實在台灣上映前，曾經發生過爭議。
這部片的代理商水元素文創，在宣傳這部片的時候，使用了「友誼萬歲」這個宣傳標語。
但是明眼人都看的出來，這是部女同志電影。如此強行曲解感情的行為可以說是狠踩到
女同志們的痛點，於是就在女同志圈內遭到了炎上。
而小編一開始還直接在留言區和網友激動互噴，後來眼見情勢不利，就在文章的留言區
發佈了很草率的道歉聲明。再被眾網友噴爆，最後才用新文章的形式發佈了(感覺是有
給ChatGPT審稿過的)第二次道歉聲明，風波才稍微平息了下來。
但是一切已經回不去了，最後加上颱風攪局，最終票房只有慘澹的19萬。

我本來是很感謝水元素可以代理各種風格不同又強烈的非主流藝術片啦，要不是他(們?)
這次捅了這麼大的一個簍子，水元素原先最大的爭議就只有在金馬影展的影迷交流區
擅自擅自貼上徵才啟事而已，唉...


: 《鋼之鍊金術師 BROTHERHOOD 15週年特別版》
: 鋼之鍊金術師是荒川弘在2001-2010年連載的漫畫作品，曾經2次改編TV動畫，
: 第2次TV版的中文名稱是《鋼之鍊金術師 BROTHERHOOD》，
: 兩部TV版都曾推出過劇場版（台灣也都上映過）
: 這次的劇場版是以第2部播映15週年的名義，將第2部59-64集聯合上映的作品，
: 不過...這玩意應該沒在日本上映過，是不知道誰生出來的台灣特別版，全台票房244萬
沒想到水元素的票房馬上就被下一部片給救起來了，他(們?)還給自己起了一個新的名稱
，叫做「驚嘆社」。

只希望這個驚嘆社不要再隨便做出會讓人驚嘆的行為了(嘆氣

: 《偶像大師 劇場版：前往光輝的另一端》
: 從2005年街機版、2007年xbox版開始的遊戲系列，2011年由A-1改編成動畫
: (不是2007年機人動畫那部)，在2014年上映了這部劇場版，當年未在台灣上映，
: 這次則是水元素以10週年名義引進上映，目前為止全台票房42萬
又是水元素(((
其實這部目前動畫瘋還看的到，但是代理商是木棉花，而且年底就要下架了。
到時候水元素應該會接力上架，只不過會從免費改成付費會員限定(水元素在動畫瘋上架
的動畫都是僅限付費會員觀看)。

我本來以為這種和串流播映撞到的院線片，在上映之前雙方都會先喬過讓串流平台暫時
先下架耶(例如2020年的《東京教父：4K數位修復版》)，不過看樣子水元素沒有這麼做。


再來是歐美動畫的部分：
《再見機器人》

我本來以為原PO會多加介紹這部耶，畢竟這部是今年歐洲動畫片的票房黑馬。
在這之前應該沒有歐洲動畫能達到1672萬這麼高的紀錄，更何況片商還是專門發非主流
藝術片的小片商，不過這樣看來口碑是有順利擴散出去的。


《樂一通大戰外星人：粉紅末日》
明明是華納兄弟工作室的電影，票房卻僅僅只有53萬。
那是因為本片在台灣的發行商不是華納，而是賣給了原創娛樂這家規模不大不小的片商。
他們能做的行銷其實很有限，甚至還剪輯了許多精彩片段發在社群上，只差沒把完整電影
上傳到網路了(喂
只可惜這部連基本的親子客群都經營得很吃力，英文版更是上映後光速下片，害我買了
預售票只能看中文版，哭啊。
不過中文版請的都是資深配音員，所以成果其實意外地不錯，我很喜歡大魔王外星人一
生氣就罵台語的設定XDDDDD


《青春養成記》
原PO漏講了這部。
雖然2022年就上架D+了，但是迪士尼很好心的在今年春節假期有安排這部上院線(大概是
為了配合美國將疫情期間直上D+的皮克斯電影《路卡的夏天》、《靈魂急轉彎》和這部
《青春養成記》做院線放映的活動，不過前兩部都有在台灣順利上映，所以這次就沒有
參與了)，彌補了當年臨時取消放映的遺憾。
不過畢竟是舊片，很多人已經在D+就先看過了，所以這次的全台票房只有234萬。



以上做了幾個小小的補充(很大一部分都是在講小道八卦)，謝謝大家願意耐心看完。
也期待原PO明年也能繼續整理動畫電影的票房。

"
366,[問片] 一部日本為了追正妹去當她繼父的片,10426,"片裡男主角為了追這個正妹
去追繼母的媽媽後來再殺掉她把媽媽溺死
趁正妹難過時趁虛而入再跟正妹在一起

男主還是個變態還會打電話騷擾正妹
然後再裝慈父安慰她


"
367,[請益] 具有「無限制格鬥術」風格的電影,10426,"

#陳鶴皋
#無限制格鬥術
#蛋蛋
#直尺
#唯一有擊殺紀錄


簡而言之。就是戰鬥風格無拘無束，戰鬥器械沒有限制。

專打壞蛋、奉公守法、絕不留情


打的時候音效震撼，像狗園暴動一樣。


已知電影 : 全面突襲 系列


請各位盡力推薦


"
368,Re: [好雷] +疑問 魔法壞女巫,10426,"※ 引述《owlonoak (深邃光輝)》之銘言：
: 女生的友誼，真的能在這種狀態下發展出來嗎？
: 我真的很懷疑，因為葛琳達對艾法芭的好，有太多利益交換
: 她到翡翠城以前，所有對於艾法芭的善意幾乎全部都另有所圖
: 艾法芭方可看能事看的滿清楚的
: 知道葛琳達不是真的為她好，只是想維持一個光鮮人設而已
: 葛琳達這邊我覺得亞莉安娜實在很會演
: 或者這個角色太適合她
: 我都分不出來她演的是「有意識的另有所圖」 還是「無意識的表演型人格」
: 所以翡翠城追逐戰我真的有被這個友誼小小感動到
: 兩邊看起來都真情流露
: 但回過神來又覺得不對，好像她們不太可能真的是朋友
: 特別是最後楊紫瓊擁抱葛琳達那裏
: 一般人會去擁抱發布追殺朋友命令的人嗎？
: 所以葛琳達在翡翠城裡面都在演戲嗎？ 這劇情也太腹黑了吧
: 還是說這個問題要等第二集揭曉答案呢？

我想Glinda應該是沒那麼腹黑的。

兩人關係的轉捩點在於艾法芭向莫里貝爾爭取收葛琳達為徒，艾法芭以拒絕上課的強烈方式來要脅莫里貝爾，更證明她對葛琳達的好是真心的。

而成為莫里貝爾的學生，在電影前半一直是葛琳達的夢想，這部分除了開學典禮的戲之外，電影更用了〈What Is This Feeling〉一首歌的時間來呈現，這首歌從葛琳達和艾法芭的互看不順眼出發，講述兩人在學的衝突，而曲中大概七成的篇幅都顯示了葛琳達佔了上風，這樣的情形一直到她發現艾法芭與莫里貝爾有說有笑才有所翻盤，這段戲的葛琳達由下而上望著艾法芭，也象徵著兩人在這場較勁的優劣勢已經扭轉。

而〈What Is This Feeling〉 始於寢室終於寢室的兩個鏡頭，攝影機也從往內拍攝變成了往外拍攝，讓兩人透過鏡頭語言左右互換，除了呈現出兩人氣焰的此消彼長外，更再次強調了，接受莫里貝爾的教導在葛琳達心中是何等意義，也為了之後舞會的反轉做出了伏筆。

在兩人和解後，葛琳達也在〈Popular〉中表現了她的誠意，相信她是真的想make艾法芭popular，不是在演啦

"
