,標題,分類,內文
26,[食記] 宜蘭 大仁哥蔗香脆皮桶仔雞 旗艦店,7002,"餐廳名稱：大仁哥蔗香脆皮桶仔雞 旗艦店
消費時間：2024年/8月
電話：03-9303189
地址：宜蘭縣壯圍鄉大福路三段232巷20號
營業時間：一~五 11:00~14:30 16:30~20:00 六~日 11:00~20:00 周四休

blog圖文版：https://morrisyu.com/darunbro/

宜蘭的甕仔雞店真的很多家，國道五號幾乎每個交流道附近都好幾家，從攤車起家的大仁
哥，原本都是全台灣出攤，現在在宜蘭也有了店面，就在宜蘭交流道旁，店名為大仁哥蔗
香脆皮桶仔雞。

店址就在宜蘭交流道旁，店內的位置相當多，戶外停車空間也相當大，戶外還有給小朋友
坐的投幣式小火車。

假日的大仁哥生意相當好，如果沒有提早訂位只能到現場排隊，我們在用餐尖峰時間前來
用餐，不用排隊就馬上有位置坐。

招牌炭烤蔗香脆皮桶仔雞，假日的人潮比較多的關係，桶仔雞都會大量烤起來，所以點完
餐後不用等太久就上桌了。

桶仔雞可以請服務生幫忙處理，服務生很熟練的就肢解完成，而且還會排得很整齊，除了
雞肉外，還附上生菜、黃金泡菜、胡椒鹽、雞油。

雞肉是黑羽土雞肉，烤得非常的香，外皮帶有脆度，肉質軟嫩，雞肉再搭配不同配菜吃會
有不同的風味。

蔗香雞油麵線，滿滿的雞油香氣，滑順好入口。

三星蔥香餅，咬下去是滿滿的蔥香味，很喜歡這道。

櫻花蝦高麗菜，有脆不油膩。



"
27,[食記] 台北 鮨一田 二訪,7002,"
   餐廳名稱：鮨一田
   消費時間：2024年/10月
   地址：台北市大安區忠孝東路三段217巷1弄6號
   營業時間：1230-1430 1830-2130 日一休
   每人平均價位：3k

圖文：https://thudadai.pixnet.net/blog/post/71359198


[照片記錄]
上次來的時候有午餐價，後來一率調整為晚餐3k(份量也較多)，
確實吃起來比初訪加點還划算，兩次下來確認此價位區間內，
幾乎為我的北市最佳選擇了，至於二訪的差異點，
舍利硬度有微調、依然是我的適口範圍，
此外明顯熟食酒餚類變得更好吃，也許廚房有在精進~!


(櫻花蝦細麵)
(真鯛)
(白魽)
(軟絲)
(紹興酒漬蝦膏)
(太刀，口感真是細綿、帶有燒烤與肉油香氣，滋味清甜)
(生筋子，舒服~甜度高少膜感)
(目光魚，熟度好且質感油潤，已不輸台北熟食做得較好吃的一線店)
(秋刀)
(車蝦)
(松葉蟹)
(紅喉)
(稻燒鰹)
(炸鰻魚，明顯比上次好吃很多!)
(中腹，我看顏色以為大腹，阿哲說部位也是接近)
(紫膽？有點忘了)
(玉子燒、湯、黑糖葛切)

"
28,[食記] 宜蘭 開口笑通心麵,7002,"   餐廳名稱：開口笑通心麵
   消費時間：2024年9月
   地址：宜蘭縣冬山鄉冬山路99號
   電話：03 959 3508
   營業時間：06:30–14:00  僅在周六、日營業


有圖有真相網誌版：https://osakaleo.pixnet.net/blog/post/357676362


聽說不少冬山人，以前小時候都是吃這個開口笑通心麵長大的！XD

過去曾關了好一陣子，前陣子又重開了。
很多冬山人都去吃小時候的回憶！: )

它吃起來其實就是肉羹的湯頭+通心粉這樣。
(就想像把肉羹麵的麵換成通心粉)

吃起來口感滿不錯的欸，湯頭味道也很OK(有加沙茶醬很香XD)，
是好吃的地方小吃。


"
29,[食記] 桃園 爭鮮期間限定 寒時．韓食,7002,"網誌有圖：https://reurl.cc/r36ddx

   餐廳名稱：爭鮮迴轉壽司-桃園店
   消費時間：2024/12
   地址：桃園市桃園區復興路81號
   電話：03-3336556


　　爭鮮韓風調味的期間限定，恩……真的很好奇味道再去吃吃看就好，我自己是不管哪
一個品項都不會再回購。

　　販售時間：2024 年 11~12 月
　　
　　
辣醃魷魚盛 40：

　　魷魚藏在通紅的辣醬裡面，幾乎無法辨識，在口中咀嚼時，除了間歇有感覺到一點白
芝麻的香氣，其他就只有很重甜膩感，沒有感覺到魷魚的咬勁或風味，感覺就是吞了一坨
（不地道的）韓式辣醬。
　　
　　
努那乳酪燒鮭 40：

　　我一開始以為努那乳酪是什麼韓國特有乳酪種類，查辦天查發現好像是姐姐韓文（^的諧音……姊姊乳酪聽起來實在有點母湯。其實就是起士炙燒鮭魚佐韓醬，粉色的魚
肉托載著白黃色的一小塊焗烤，最後撒上一些乾燥羅勒，看起來讓人食指大動……如果沒
有韓醬的話。味道充滿台式韓餐常見的那種不舒服的甜膩，雖然沒有上一個口味那麼窮兇
惡極，鮭魚乳酪的風味還算融合的不錯，但被醬料拉低了整體口感。


歐霸辛奇豬 30：

　　燒肉加泡菜的經典搭配，略帶紅色的燒肉上伏著一片泡菜，肉給的算是豪邁，厚度很
夠，口感其實還不錯，但韓醬的味道還是太搶了，沒有肉香，沒有泡菜的酸鮮（還是有一
點啦，只是很微弱），只有甜味（是說姐姐是乳酪，歐巴是豬，到底？）。
　　
　　
韓醬赤蝦 60：

　　從中間剖開，左右攤平的結實蝦肉，服貼地倘在醋飯上，一層薄薄的韓式辣醬塗抹在
上，最後再綴上一卷蔥花。因為是強調鮮蝦原味的調理，跟其他群魔亂舞的韓醬角鬥場比
起來，算是比較好吃的品項，不過也就那樣了，我覺得還是醬油跟芥末更對味。
　　
　　
秘醬雙起士和牛 40：

　　粉雪狀的起司粉（可能是帕瑪森）灑滿了整片牛肉，在起司粉與牛肉之間又夾著一小
塊橙黃的片狀起士。粉起司全覆式攻佔口腔，略為帶苦的風味算是有特色的，但因為真的
是全覆式，基本上吃不到其他的味道（介紹說有蒜味醬，完全沒感覺）。牛肉的口感還不
錯，粉起司的實感也挺有趣，可以點一個吃吃看。
　　
　　
柚香可爾畢思：

　　不要喝。

　　真的不要喝，味道太恐怖了。我對甜味接受度已經算很高了，但是這杯完全喝不下去
，我加了一次冰塊，又加了泡茶的熱水才勉強嚥下去。

　　用無糖的可爾必思做不好嗎！

"
30,[食記] 台南永康 偶賣章魚燒 打卡加送3粒,7002,"   餐廳名稱：偶賣章魚燒
   消費時間：2024年/12月
   地址：台南市永康區中華一路17號
   電話：0909-180-949
   營業時間：週一~週日15:00~售完為止(請看店家臉書，時間比較確定)
   每人平均價位：50
   可否刷卡：否
   有無包廂：無


網誌版 https://little15.pixnet.net/blog/post/50989920

台南永康美食-偶賣章魚燒是我在忠孝路巷口買完排隊臭豆腐攤子後，沿途發現剛搬家到
中華一路的攤子。
目前偶賣章魚燒的好康活動是到12月30日，只要追蹤粉專+公開打卡就額外再加送3顆章魚
燒。

1大在偶賣章魚燒消費50元。

偶賣章魚燒店外觀

偶賣章魚燒價目表

我是買一盒6粒50元，因為有額外再加送3粒，變成9粒50元。
每粒大約是5.5元，我點蜂蜜芥末口味還不錯。

它的口感就是鬆鬆軟軟的，小朋友看到章魚燒，問我你是吃章魚燒還是醬，醬擠好多哦XDDD

簡單分享偶賣章魚燒的食記給大家，它的總店在南區啦，剛開幕時想去捧場，結果它馬上
就搬家。

這次在兵仔市場對面的大馬路發現這家偶賣章魚燒，以後要買就近多了。

"
31,[廣宣] 新竹竹北 韓宮館，高鐵附近經典韓式料理,7002,"『資訊揭露：本篇為廠商邀約試吃文』

     店名：韓宮館
     地址：新竹縣竹北市復興三路二段168號5樓（6+ PLAZA 5F)
     電話：036682345
     試吃日期：2024/12/5
"
32,[食記] 新北板橋 傳品牛排板橋店 即將結束營業,7002,"
排餐料理吃到飽系列之"
33,[請益] 台北適合聽音樂放鬆的酒吧,7002,"1.想找的餐飲類別：有爵士樂、可以聽音樂的酒吧，餐點希望以西式或簡餐為主。
2.用餐地區：台北市，鄰近捷運站附近，希望鄰近紅線。
3.每人預算：約新台幣$1000元
4.用餐時段：晚餐或宵夜
5.搜尋網路及板面文章後拿不定主意的候選店家：Blue Note Taipei 台北藍調、
Sappho Live Jazz。
6.特殊需求：因同行友人喜歡抽雪茄，故希望能抽雪茄，有包廂佳。

接近年底想找老朋友聚一聚
因為我們都愛聽古典樂跟爵士樂
所以想說最近可以約有現場演奏的酒吧聚一下
幾年前還沒北漂時，在台中都去AMANKING阿曼王國
https://i.imgur.com/MheYP7R.jpg
(圖片取自AMANKING FB)
駐唱歌手的水準普遍很不錯，但現場氣氛就是比較熱鬧
單純想安靜小酌就比較不適合去這家
而且我們平均年齡35歲了
可能心態上轉變不少...現在實在無法適應太熱鬧的酒吧
年輕人居多的東區酒吧也先不要XD
想請問台北有現場演奏、又可以喝酒+吃點小東西的酒吧嗎？
希望是相對安靜的
然後因為同行友人本身有抽雪茄習慣
所以如果可以抽雪茄那就更好了！
再請大家推薦！感謝各位網友！！

"
34,[食記] 北市信義區 排隊的武鼎越豐越南美食,7002,"   餐廳名稱：台北市信義區 武鼎越豐越南美食
   消費時間：2024年12月
   地址：台北市信義區永吉路30巷167弄2號
   可否刷卡：否
   有無包廂：無
   推薦菜色：越南河粉

有圖版網誌在這：https://ahpingtw1975.pixnet.net/blog/post/170544388


台北市信義區永吉路30巷是知名的美食一級戰區，除了比貴桑桑的信義區百貨公司美食街
平價，也聚集不少頗有知名度的餐廳。平日中午或晚上用餐時段，大批上班族蜂湧而至覓
食，假日則是信義區逛街人潮大量外溢到此尋找美食，能在這條街上歷久不衰的，接近忠
孝東路口這家武鼎越豐越南美食算是其中的代表。

以前就光顧過好幾次，印象中這家越南美食店有10多、將近20年的歷史了。不論中午或晚
上，開門前就開始有排隊人潮，假日可能排得更長。不過人龍消化的算快，有不少是外帶
的，店內位置也算多。

武鼎越豐店內掛滿竹編的燈罩、竹子的牆面、越南雕塑品及藝品等，營造一種越南風情。
位置有些壅擠、間隔很近，不是那種可以悠哉坐著、消磨時光的氛圍，不過也是啦！這裡
單價不高，在寸土寸金的信義區蛋黃地帶，一定要拚翻桌率！

看看菜單，除了招牌的各種口味越南河粉，也有麵或米粉，還有有法國麵包，以及烤肉、
咖哩等各式簡餐、涼拌菜、飲料等，單價大多落在100~200之間，在台北市算是很合理，
這也應該是一直門庭若市的主因吧！

我們點了鮮牛肉河粉、清燉牛肉河粉、涼拌海鮮及涼拌雪耳。鮮牛肉河粉其實就是生牛肉
河粉，用高湯的高溫去沖泡生牛肉片，湯頭可以嘗到濃郁的牛肉鮮味，河粉的份量非常多
。

越式清燉牛肉河粉湯頭比鮮牛肉的清淡，沒有大多數台式清燉牛肉麵的中藥味，可能因為
加了白蘿蔔，喝起來很清爽，還加了台灣比較少見越南香菜。牛肉也燉的很入味，吃起滿
滿的膠質。

越式涼拌海鮮有四隻大蝦及幾片花枝，滿多洋蔥、牛番茄及芹菜，跟之前相比，好像主角
-海鮮的量有默默地減少一些。吃起來有點類似泰式，但多了些魚露香味，少了泰式的辣
。

越式涼拌雪耳其實是涼拌豬耳朵，我們點菜還以為是木耳，誤會大了~哈哈！不過，豬耳
朵薄片意外好吃，爽脆不膩。

總結一下，武鼎越豐的口味真的是很不錯，雖然因為大環境及通膨，這幾年漲價不少，在
市府站旁、信義區這個黃金地段，其實他們也算是平價美食，這應該是也是這麼多年來，
生意還是一樣好的主因吧。



"
35,[食記] 桃園。方食堂,7002,"   餐廳名稱：方食堂 定食．關東煮．酒
   消費時間：2024年/12月
   地址：桃園市桃園區同德十一街147號
   電話：0912-227086
   營業時間：11:30-14:30, 17:30-21:00, 週二休

圖文版：https://iamlarle.blogspot.com/2024/12/blog-post_17.html

    有板友在「芝麻有籽」食記裡提及這家店，網路評價甚高
，讓人倍感好奇。

    餐點以定食、關東煮和酒類為主。馬鈴薯牛肉煮有不少好
評，便先試這道。內用有提供開水及熱茶。

馬鈴薯牛肉煮定食 290元

https://i.imgur.com/SkCjDm7.jpeg

    定食除了主餐、白飯、湯品外，還會有四道小菜。這天小
菜為胡麻豆腐、兩道青菜、地瓜泥和半顆滷蛋。青菜調味足，
地瓜泥甜香軟綿。

    白飯煮得不錯；味噌湯中規中矩。主菜馬鈴薯牛肉煮的牛
肉老硬，馬鈴薯燉得很鬆且入味，裡頭還放了兩片蒟蒻。

日式唐揚雞 260元

https://i.imgur.com/419muSm.jpeg

    唐揚雞沒有醃入味，雞肉彈嫩。沾醬膩感稍重，沒什麼加
分效果。高麗菜絲品質不錯，清甜爽脆。

    原打算二訪嚐試不少網友推薦的關東煮，但看到有點驚人
的價格就作罷了（甜不辣一片50元、蘿蔔一塊45元，吃一片甜
不辣加一塊蘿蔔，就要價近百）。

    整體氣質類似大戶屋，餐點可接受但不驚豔。用餐期間生
意興隆，該是個人口味問題。


"
36,[食記] 台中 霧峰區｜霧峰宵夜食為天,7002,"餐廳名稱：霧峰宵夜食為天
消費時間：2024年/11月
地址：台中市霧峰區林森路435號
電話：04-2339-0909
營業時間：17：00–01：30
每人平均價位：$300


好讀圖文版：https://rlaidiary.com/shi-wei-tian/


「霧峰宵夜食為天」聽起來相當霸氣
這間位在林森路上的餐館
是當地傍晚到深夜的人氣店家
除了在地人會來報到外
不少周邊生活圈的人也特地驅車前來用餐

用餐區域結合了露天和半露天空間
除了簡單的桌椅擺設外
還有搭配帳篷及室內的座位
每到夜晚點亮燈光後
就是熱鬧有氣氛的用餐區


霧峰宵夜食為天 菜單

菜單的部分選擇還不少
小菜、主食、熱炒、烤物、炸物、湯品和飲品等
價位上也算是相當親民

也可以參考一下主廚推薦品項
如果有選擇障礙的話
就直接從搭配好的套餐挑吧…XD


豬油拌飯

在早期物資缺乏的年代
豬油拌飯是許多人的小確幸
到了現代反而成了討喜古早味
熱騰騰的白飯淋上一點豬油和醬油
入口後的香氣就是經典啊


肉粥

用絞肉和米粒一同熬煮
米湯多了點肉香氣
在夜晚時分喝上一口
讓胃多了的溫暖的感受


蔥爆牛肉

這應該算是熱炒店的不敗料理
透過師傅的大火快炒
讓洋蔥和青蔥等佐料香氣散發

而且牛肉也保留該有的軟嫩度
並吸附了醬汁的鹹、甜、香
搭配白飯真的是有夠讚啦！


麻油豬肝

各式配料和薑片、麻油交織出濃郁香氣
麻油的醇厚還帶著微微薑香
是一道讓人覺得溫暖的台灣味佳餚

主角豬肝切成了適當的大小
在料理後完全不會過老過硬
而且也不用擔心腥味問題


鹽焗吳郭魚

將一整尾的吳郭魚裹上厚厚鹽巴
包進鋁箔紙後放進烤箱
出爐後再去掉外層的鹽殼
美味料理就能上桌啦

因為烤過的關係魚皮帶點脆度
但是…不建議吃皮啦
因為鹽分多少都還是會有殘留

將外皮剝開後鮮香的魚肉登場
每一口都能嚐出鮮甜和鹽焗香氣
現點現烤的美味
想吃還得有點耐心等候喔


月亮蝦餅

炸過的蝦餅有著金黃色賣相
外層帶著酥脆度
內餡則是增加了彈牙口感

切成片狀的蝦餅趁熱吃超讚
搭配上酸甜的特調醬汁
可說是大人小孩都很喜歡的料理


雲南椒麻雞

雞肉裹粉後炸至外皮酥脆
淋上特調的椒麻醬
醬汁中帶有微微的辣與香氣
既能提味又不搶走雞肉本身的脆嫩
整體調味恰到好處


心得

霧峰宵夜的口袋名單之一
無論是料理的口味、環境的氛圍
還是價格的親民度都讓人感到滿意
尤其是在深夜裡與親友邊吃邊聊
還能吃到如此多元的料理
著實讓人幸福感倍增

"
37,[轉讓] 12/20 中午RAW （已轉讓）,7002,"
   餐廳名稱：RAW
   地址：10491台北市中山區樂群三路301號

   訂位日期時間：12/20 12:00
   轉讓人數：2 共享桌
   價格:17354

   注意事項：1.欲轉讓的訂位若有額外需注意之處請於此說明。
             2.只開放轉讓，不開放討轉讓，討轉讓文會直接以刪文處理。

             (各項均為必填資料，範本說明文字請於發表文章前刪除)


"
38,[食記] 台南 肉餡超飽滿的清蒸肉圓 – 武廟肉圓,7002,"完整圖文版:https://peavy.pixnet.net/blog/post/50989916


店    名：武廟肉圓
地    址：台南市中西區永福路二段194號
營業時間：08：30 ~ 16：30 (周二公休)
連絡電話：(06) 2229142
造訪日期：2024年12月


文：Xavier

上次寫到臺南國華街油炸的員林肉圓，這次來介紹臺南武廟(臺灣祀典武廟)旁的武廟肉圓，
跟員林肉圓不同的是，武廟肉圓的肉圓是清蒸的，為赤崁樓附近代表性的美食之一。


武廟肉圓早期是武廟前方的小攤販，學生時代Xavier就吃過幾次，後來賣著賣著他們也擁有
了自己的店面，也是開在武廟旁邊。來這邊拜拜也可以順便來品嘗武廟肉圓，他們家的肉圓
內餡非常飽滿，是我吃過的肉圓中算比較喜歡的。


武廟肉圓就開在著名的武廟旁邊


裡面位置不算特別多 用餐期間看到一直有人進來 生意不錯


武廟肉圓的菜單 肉圓有小份(2粒)跟大份(3粒)的
還有賣湯品 東西算很簡單


Xavier點了大份的肉圓(75元)跟綜合湯(60元)


肉圓色澤看起來非常漂亮


拿到肉圓的時候，店家已經幫你淋好醬汁，跟學生時代吃到的感覺差不多。如上面所言他們
家的肉圓最大的特點是肉餡飽滿，幾乎都是用瘦肉，外皮略為Q彈，調味跟醬汁都偏甜，算
是比較臺南的口味。


肉圓的內餡肉非常大塊 以我吃過的肉圓來說 他們家的算是滿好吃


桌上有辣椒醬跟蒜頭醬讓客人自己淋


我點的綜合湯 煮得呈現乳白色


武廟肉圓的綜合湯就是傳統四神湯加上排骨，來這邊吃肉圓我建議可以點碗湯來喝平衡一下
。印象比較深刻的是綜合湯的小腸有一點點脆的口感，排骨煮得滿軟嫩的，咬下去輕易就能
骨肉分離，整碗湯滿清淡的。


關於武廟肉圓：
地址：台南市中西區永福路二段194號
營業時間：08：30 ~ 16：30 (周二公休)
電話：(06) 2229142

"
39,[食記] 高雄前金 前金肉燥飯 米其林必比登推介,7002,"
   餐廳名稱：前金肉燥飯

   消費時間：2024年12月

   地址：高雄市前金區大同二路26號

   電話：07-272-7263

   營業時間：週一~週五 07:15-17:30/週六 07:15-14:00（週日公休）

   附圖好讀部落格版：https://iko40623.pixnet.net/blog/post/577268356

       先說結論，個人覺得前金肉燥飯的肉燥飯確實不錯，不過要有排隊等待的耐心！

　高雄這間前金肉燥飯創立於1959年，目前已傳承至第三代，獲米其林必比登推介，

  具品質且經濟實惠的美食！前金肉燥飯店面雖簡單樸實，不過排隊人潮不斷，

  內用和外帶一律都需要填單排隊！

      放菜單的桌子會有一張公版菜單，店家已賣完的品項會用紅線槓掉，

  填單前再多留意一下～店家有提供line pay，結帳後會拿到號碼牌，

  因內用座位不多，等待叫號位置由店家安排，當日約等待20分鐘。

      魚鬆肉燥飯，將傳統肉燥飯與魚鬆結合，別具一格，

   前金肉燥飯的肉燥飯是以豬背油製作，吃起來肥而不膩、入口即化，

   魚鬆的鮮香味能平衡肉燥的油膩感，增加口感層次；菜單上可以勾選要不要加香菜，

   敢吃的朋友要點，香菜的味道真的是畫龍點睛～又不搶走肉燥飯的光彩！

   推薦可以加點鴨蛋包，鴨蛋包可以選擇半熟或全熟，鴨蛋包可以說是「炸蛋」，

   外皮脆脆硬硬，筷子一劃，蛋黃液如金色絲帶般緩緩流出，伴著米飯一起吃，滿足！

   肉燥飯就是沒有魚鬆的純魯肉飯，雖然少了魚鬆的鮮香，但肉燥飯的肥肉好好吃，

   黏嘴入口即化的鹹香滋味，真的好讚！

"
40,[食記] 台北大同 李掌櫃功夫製麵-中山店,7002,"
   餐廳名稱：李掌櫃功夫製麵-中山店

   消費時間：2024年11月

   地址：台北市大同區南京西路18巷6弄3號

   電話：02-2558-2488

   營業時間：週一~週日 11:00-21:00

   附圖好讀部落格版：https://iko40623.pixnet.net/blog/post/577256064

       晚餐隨機找到這間李掌櫃功夫製麵-中山店，小菜吃到飽，飲料無限暢飲，

   在中山商圈算是價格實惠的餐廳，一到門口就有排隊人潮，大約等了15分鐘才入店～

   李掌櫃功夫製麵外帶的話可以單點，內用的話，就是提供拌麵套餐及湯麵套餐，

   拌麵套餐會有一個拌麵，加上餛飩雞湯或紅油抄手二選一，

   湯麵套餐都是搭配紅油抄手的組合，套餐都可以享用前菜BUFFET～

       入座後採QR CODE點餐，點餐後要至櫃台結帳，前僅收現金或Line pay支付，

   用餐時間為訂單送出後50分鐘。每桌會提供三格的小菜碟，可到櫥窗夾想吃的小菜！

   無限供應的小菜很有誠意，當天就提供至少8款小菜，豆干、海帶芽、青木瓜絲、

   泡菜等，小菜部分整體都做得蠻好吃的，我自己最喜歡台式泡菜，

   飲料的部分提供小瓶罐裝可樂跟檸檬紅茶，都是無限暢飲喔！

       當日選擇拌麵套餐和湯麵套餐各一，拌麵套餐選擇牛肉麻醬拌麵，

   麵條大概是烏龍麵再稍細一些，與芝麻香氣濃郁的麻醬稍微拌勻，

   Q彈帶勁的麵條呼嚕嚕地吸入嘴裡，可搭配牛肉片及半顆塘心蛋～

   上頭有黃瓜絲及蛋絲點綴！餛飩雞湯的部分我覺得湯頭較普通，餛飩則是味美多汁～

       湯麵套餐選擇的是麻辣牛肉麵，搭配紅油抄手，牛肉可選板腱心或牛肉片，

   選擇板腱心，完整的肉塊咬起來更爽，搭配微辣的麻辣湯頭確實爽快，

   湯麵的麵條沒有拌麵麵條來得好，沒有那麼Q彈，一咬就斷，同李掌櫃功夫製麵，

   除非選用麵體或煮法或溫度差異所致。紅油抄手則比前面的餛飩雞湯味道來得好吃！

"
41,[食記] 台中勤美巷弄 J.W. CAFE 好喝的芭樂咖啡,7002,"餐廳名稱：J.W. CAFE
住址：台中市西區美村路一段236巷5號
電話：04-23012189
用餐時間：2024/12

詳細圖文版：
https://ccl22.pixnet.net/blog/post/170192863
文字版：

自從在台南喝到芭樂咖啡後，實在太好喝了，就一直念念不忘那好滋味，不斷地尋找台中
哪有好喝的芭樂咖啡，終於在 J.W. Cafe 找到與記憶中相近的味道！

J.W. Cafe 位於勤美綠園道散步可到的小巷弄內，小小文青店面，白黑色調瀰漫著日式咖
啡職人的氛圍，一進門就聞到濃郁的咖啡香，播放著慵懶的英文輕音樂，有種安安靜靜很
舒服的氣氛。

https://i.imgur.com/nUUKiDy.jpeg

芭樂黑咖啡，濃濃的芭樂水果香氣，與順口的美式咖啡融合地剛剛好，上頭的咖啡奶泡還
灑著甘梅粉，清爽又順口，好好喝！是記憶中在台南第一次嚐到芭樂咖啡的味道。

外帶杯價格單杯100元是最優惠的，內用則是單杯140元，而我第一次品嚐到這家芭樂黑咖
啡是透過UberEat，價位是單杯150元，雖價格相對比較高，但對於我這樣住得相對遠些又
想解饞的人們，是蠻好的選擇。

https://i.imgur.com/9l0ouwH.jpeg

也曾在外送平台點過荔枝紅茶黑咖啡和柚香黑咖啡都很不錯，咖啡香延伸濃厚的荔枝香與
茶香，而香氣濃郁的柚子咖啡，底部有滿滿嚐起來很像金桔的果肉。下回想品嚐菜單上看
起來很特別的芋泥拿鐵。

除了水果咖啡，店家還有提供專屬配方豆咖啡單品，連煮咖啡的濾杯和磨豆機都可以選擇
。嚐了 JOURNEY 美式咖啡，很溫順的口感，帶著淺淺水果香氣，是好喝的，但私心還是
最愛芭樂黑咖啡。

https://i.imgur.com/onbf5eF.jpeg

喝黑咖啡一定要配個甜點，這兒也有蠻多的手工甜點選擇，巴斯克蛋糕系列包含炙燒流心
巴斯克和芋泥肉鬆鹹蛋黃巴斯克，可愛的招牌貓掌印布丁以及麻糬冰淇淋布朗尼，鬆餅系
列也沒少。

初訪品嚐了麻糬冰淇淋布朗尼，一上桌驚呼了一下，中間夾層是小時候的最愛，杜老爺麻
糬冰淇淋！還有一球香草冰淇淋，每一口冰都搭配著溫熱厚實的布朗尼，不會太乾也不會
過濕，濃厚奶香且不甜，帶著巧克力堅果香氣與口感，沾點海鹽焦糖醬，鹹甜鹹甜，喜歡
巧克力又不喜歡太甜的我蠻喜歡的。

https://i.imgur.com/cahpjGM.jpeg

菜單上還有吸睛的貓掌印布丁，可愛貓掌是乳酪而肉墊是咖啡凍，此訪被布朗尼吸引了，
先放入口袋名單下次品嚐。

https://i.imgur.com/f3qv6po.jpeg

同場分享那念念不忘在台南品嚐到的芭樂咖啡，Barista Ray Coffee 睿咖啡，將新鮮燕
巢芭樂打成果汁，與濃縮咖啡完美比例混合，撒上梅粉，是會讓人上癮回味無窮的好滋味
。聽說最近展店到台北了，希望哪天也可以到台中開業。

https://i.imgur.com/5riduzD.jpeg

"
42,[食記] 台北 Les Tables par Réel ~鴨肉鴨肝卷,7002,"
   餐廳名稱：Les Tables par Réel
   消費時間：2024年/9月
   地址：台北市大同區貴德街75-2號
   營業時間：週二至週四12：00~17:30、週五及週六17：30～21：30
   每人平均價位：2k上下

圖文：https://thudadai.pixnet.net/blog/post/71345149


[照片記錄]
Réel一直是我覺得隔段時間就可回訪的小館，只是營業時間和地理位址使得機會不多，
上回特地製作的寡婦雞結帳時有點肉痛，可能來此我還是傾向輕鬆吃即可，
這次運氣極好，Raven手做限量的鴨肉鴨肝卷剩下最後一份，
吃完不知幾時才會再有，賣相樸素實則工序繁瑣，香氣芬芳而美好。


(馬背天使&惡魔，和上次的版本有點不同，天使是火腿烤蠔，惡魔是我仍舊喜歡的藍乳酪
椰棗)

(鴨肉鴨肝卷，處理食用冷鴨肝、並將全鴨去皮剃肉醃漬，組合成捲後熟成烹煮上桌，要
花一週時間製作)

(燒烤龜山島角蝦，太鮮甜了!)
(楓糖孢子甘藍，每次吃都不錯..)
(蟹肉洋芋烘蛋，蠻扎實的~不過吃完較無留下印象)
(俄國沙拉，很多馬鈴薯蠻爽口好吃，感覺可以早一點上桌?)
(鼠尾草奶油麵疙瘩，做水煮和炸的兩種，是我喜歡的馬鈴薯軟度比例)


"
43,[食記] 桃園。李記 中北便當,7002,"   餐廳名稱：李記 中北便當
   消費時間：2024年/12月
   地址：桃園市桃園區中山北路12號
   電話：03-3342001
   營業時間：11:00-13:30, 17:00-19:30, 六日休

圖文版：https://iamlarle.blogspot.com/2024/12/blog-post_12.html

    因板友食記得知這家店，店址就在中山北路近中山路口。
大招牌僅寫著「中北便當」，側面的小圓招牌才寫著「李記」
二字。

    除了基本款的排骨、雞腿和焢肉飯外，這裡還有牛丼、豬
肉丼及麻婆豆腐等。

排骨飯 90元

https://i.imgur.com/GQqAEnf.jpeg

    配菜約莫有八樣，可選三種，這天選了筍乾、油菜和炒豬
血，油鹽溫和，吃來清爽。若想下飯，建議淋些滷汁及加辣菜
脯。滷汁微甘，辣菜脯鹹辣夠味。

    排骨有分炸排骨跟滷排骨，這天點的是炸排骨。表皮微裹
粉，酥脆感不明顯。排骨肉紮實，醃得入味。

    內用附湯會直接幫顧客盛好在湯碗中，附湯為蘿蔔湯，調
味稍重，蘿蔔煮得軟透易食。

焢肉飯 90元

https://i.imgur.com/EMiEKUw.jpeg

    二訪外帶選焢肉飯，配菜跟前一天相較有一半做了變化。
這天配菜選海帶、炒冬粉和青江菜。青江菜同樣走清爽路線；
海帶調味適中；炒冬粉醬味重帶辣，為下飯菜。

    焢肉給兩塊，偏肥，但肥者無膩瘦肉軟嫩。內裡未滷入味
，豬味吃起來略為明顯，或許有些人會不喜歡。

    這天附湯是味噌湯，湯頭夠味，有不少板豆腐。

牛丼 90元

https://i.imgur.com/ZrfUPy3.jpeg

    三訪外帶牛丼，配菜預設有大白菜和一顆荷包蛋，所以只
能再選兩種。這天配菜選炒小黃瓜及土豆絲，炒土豆絲微酸，
但沒有到多數店家的醋溜土豆絲那麼酸。

    牛丼主菜為炒牛肉片，肉質稍硬老，調味一般。

滷排骨 50元

    有板友推薦滷排骨，因此單點一塊。簡單說就是把前述的
炸排進滷鍋，滷汁帶甜。

    以個人喜好而言，這裡的餐點中規中矩，不過以現在的便
當來說，價格算平實。老闆娘鏗鏘有力的招呼聲與親切態度，
讓人印象深刻。


"
